Name,URI,Region GSS code,Period,Sales volume,Reporting period,House price index All property types,Pivotable date
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-11,201,monthly,117.26,01/11/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2019-12,125,monthly,93.2,01/12/2019
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2019-12,178,monthly,114.56,01/12/2019
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2019-12,277,monthly,117.98,01/12/2019
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2019-12,227,monthly,121.39,01/12/2019
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2019-12,168,monthly,116.61,01/12/2019
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-01,147,monthly,95.23,01/01/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-01,139,monthly,114.74,01/01/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-01,220,monthly,118.57,01/01/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-01,230,monthly,120.39,01/01/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-01,180,monthly,117.72,01/01/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-02,107,monthly,100.43,01/02/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-02,156,monthly,113.73,01/02/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-02,271,monthly,117.46,01/02/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-02,231,monthly,121.29,01/02/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-02,141,monthly,117.95,01/02/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-03,139,monthly,101.87,01/03/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-03,156,monthly,113.81,01/03/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-03,271,monthly,116.83,01/03/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-03,240,monthly,121.29,01/03/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-03,170,monthly,120.27,01/03/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-04,84,monthly,103.32,01/04/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-04,74,monthly,114.16,01/04/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-04,137,monthly,113.9,01/04/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-04,117,monthly,121.55,01/04/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-04,74,monthly,119.86,01/04/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-05,65,monthly,103.18,01/05/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-05,55,monthly,113.67,01/05/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-05,129,monthly,115.07,01/05/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-05,131,monthly,122.94,01/05/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-05,68,monthly,122.01,01/05/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-06,63,monthly,99.12,01/06/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-06,88,monthly,112.55,01/06/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-06,175,monthly,116.97,01/06/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-06,174,monthly,124.34,01/06/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-06,136,monthly,123.16,01/06/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-07,110,monthly,100.71,01/07/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-07,155,monthly,113.88,01/07/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-07,296,monthly,121.3,01/07/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-07,219,monthly,123.64,01/07/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-07,159,monthly,124.47,01/07/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-08,75,monthly,100.96,01/08/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-08,159,monthly,117.07,01/08/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-08,257,monthly,122.65,01/08/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-08,237,monthly,123.41,01/08/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-08,154,monthly,124.58,01/08/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-09,142,monthly,102.03,01/09/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-09,162,monthly,117.61,01/09/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-09,265,monthly,123.38,01/09/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-09,274,monthly,125.06,01/09/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-09,194,monthly,124.81,01/09/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-10,140,monthly,98.35,01/10/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-10,191,monthly,116.54,01/10/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-10,325,monthly,122.86,01/10/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-10,276,monthly,127.45,01/10/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-10,236,monthly,127.4,01/10/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-11,125,monthly,99.54,01/11/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-11,213,monthly,115.45,01/11/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-11,334,monthly,122.66,01/11/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-11,303,monthly,128.94,01/11/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-11,227,monthly,129.29,01/11/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2020-12,131,monthly,101.85,01/12/2020
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2020-12,222,monthly,116.15,01/12/2020
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2020-12,403,monthly,121.11,01/12/2020
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2020-12,372,monthly,128.69,01/12/2020
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2020-12,255,monthly,130.2,01/12/2020
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-01,120,monthly,101.06,01/01/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-01,175,monthly,117.23,01/01/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-01,272,monthly,122.57,01/01/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-01,254,monthly,130.1,01/01/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-01,211,monthly,130.18,01/01/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-02,138,monthly,95.28,01/02/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-02,261,monthly,117.31,01/02/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-02,334,monthly,120.24,01/02/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-02,323,monthly,130.62,01/02/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-02,261,monthly,127.9,01/02/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-03,277,monthly,91.87,01/03/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-03,376,monthly,118.5,01/03/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-03,625,monthly,121.27,01/03/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-03,552,monthly,131.94,01/03/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-03,441,monthly,127.53,01/03/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-04,119,monthly,90.95,01/04/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-04,213,monthly,117.86,01/04/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-04,337,monthly,120.24,01/04/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-04,315,monthly,130.6,01/04/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-04,221,monthly,126.36,01/04/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-05,126,monthly,93.47,01/05/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-05,174,monthly,118.22,01/05/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-05,269,monthly,122.06,01/05/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-05,222,monthly,127.64,01/05/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-05,181,monthly,126.13,01/05/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-06,411,monthly,92.41,01/06/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-06,577,monthly,119.87,01/06/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-06,1151,monthly,121.07,01/06/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-06,769,monthly,126.81,01/06/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-06,704,monthly,126.87,01/06/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-07,47,monthly,101.51,01/07/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-07,66,monthly,118.31,01/07/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-07,100,monthly,117.84,01/07/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-07,110,monthly,124.7,01/07/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-07,75,monthly,125.71,01/07/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-08,123,monthly,106.55,01/08/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-08,147,monthly,120.32,01/08/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-08,203,monthly,117.48,01/08/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-08,217,monthly,126.53,01/08/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-08,173,monthly,127.47,01/08/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-09,207,monthly,110.69,01/09/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-09,314,monthly,120.64,01/09/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-09,433,monthly,118.24,01/09/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-09,426,monthly,125.75,01/09/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-09,340,monthly,128.22,01/09/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-10,93,monthly,111.13,01/10/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-10,104,monthly,125.02,01/10/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-10,163,monthly,122.07,01/10/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-10,167,monthly,129.11,01/10/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-10,125,monthly,132.99,01/10/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-11,119,monthly,109.71,01/11/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-11,143,monthly,125.51,01/11/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-11,235,monthly,122.31,01/11/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-11,210,monthly,128.89,01/11/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-11,168,monthly,134.06,01/11/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2021-12,135,monthly,107.48,01/12/2021
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2021-12,147,monthly,123.93,01/12/2021
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2021-12,262,monthly,121.55,01/12/2021
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2021-12,267,monthly,127.49,01/12/2021
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2021-12,191,monthly,135.05,01/12/2021
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-01,145,monthly,105.49,01/01/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-01,156,monthly,123.63,01/01/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-01,220,monthly,121.05,01/01/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-01,197,monthly,127.1,01/01/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-01,179,monthly,131.77,01/01/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-02,118,monthly,105.9,01/02/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-02,143,monthly,122.43,01/02/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-02,260,monthly,123.26,01/02/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-02,200,monthly,128.97,01/02/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-02,192,monthly,130.13,01/02/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-03,194,monthly,111.53,01/03/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-03,169,monthly,123.45,01/03/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-03,294,monthly,122.4,01/03/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-03,269,monthly,131.2,01/03/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-03,190,monthly,128.48,01/03/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-04,160,monthly,115.3,01/04/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-04,133,monthly,122.31,01/04/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-04,272,monthly,122.5,01/04/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-04,268,monthly,130.8,01/04/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-04,183,monthly,130.32,01/04/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-05,148,monthly,115.5,01/05/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-05,191,monthly,124.4,01/05/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-05,279,monthly,121.4,01/05/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-05,250,monthly,130.2,01/05/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-05,188,monthly,131.7,01/05/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-06,158,monthly,115.3,01/06/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-06,177,monthly,124.5,01/06/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-06,299,monthly,122.7,01/06/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-06,243,monthly,132.2,01/06/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-06,177,monthly,132.8,01/06/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-07,171,monthly,114.7,01/07/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-07,186,monthly,128.8,01/07/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-07,338,monthly,124.4,01/07/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-07,330,monthly,135,01/07/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-07,259,monthly,135.2,01/07/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-08,165,monthly,115.2,01/08/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-08,218,monthly,129.5,01/08/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-08,401,monthly,126.2,01/08/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-08,334,monthly,137.8,01/08/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-08,235,monthly,137.1,01/08/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-09,174,monthly,115.2,01/09/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-09,197,monthly,132.6,01/09/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-09,333,monthly,127.3,01/09/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-09,290,monthly,136.6,01/09/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-09,249,monthly,137.8,01/09/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-10,143,monthly,106.3,01/10/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-10,192,monthly,132.6,01/10/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-10,333,monthly,126.5,01/10/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-10,286,monthly,135.8,01/10/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-10,218,monthly,136,01/10/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-11,131,monthly,103.9,01/11/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-11,159,monthly,131.5,01/11/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-11,307,monthly,125.9,01/11/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-11,286,monthly,136,01/11/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-11,212,monthly,136.6,01/11/2022
Kensington and Chelsea,http://landregistry.data.gov.uk/id/region/kensington-and-chelsea,E09000020,2022-12,129,monthly,98.8,01/12/2022
Kingston upon Thames,http://landregistry.data.gov.uk/id/region/kingston-upon-thames,E09000021,2022-12,142,monthly,130.3,01/12/2022
Lambeth,http://landregistry.data.gov.uk/id/region/lambeth,E09000022,2022-12,291,monthly,124.8,01/12/2022
Lewisham,http://landregistry.data.gov.uk/id/region/lewisham,E09000023,2022-12,252,monthly,138.1,01/12/2022
Merton,http://landregistry.data.gov.uk/id/region/merton,E09000024,2022-12,169,monthly,135.4,01/12/2022
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-01,184,monthly,128.73,01/01/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-01,150,monthly,129.46,01/01/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-01,162,monthly,110.42,01/01/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-01,185,monthly,121.66,01/01/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-01,236,monthly,106.61,01/01/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-02,150,monthly,130.67,01/02/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-02,188,monthly,126.55,01/02/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-02,165,monthly,110.58,01/02/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-02,202,monthly,121.72,01/02/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-02,228,monthly,105.01,01/02/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-03,146,monthly,131.89,01/03/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-03,184,monthly,124.66,01/03/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-03,188,monthly,108.96,01/03/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-03,199,monthly,120.94,01/03/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-03,276,monthly,105.35,01/03/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-04,151,monthly,131.88,01/04/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-04,153,monthly,123.6,01/04/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-04,170,monthly,107.7,01/04/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-04,192,monthly,119.7,01/04/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-04,214,monthly,106.24,01/04/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-05,181,monthly,132.42,01/05/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-05,198,monthly,123.57,01/05/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-05,207,monthly,107.15,01/05/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-05,182,monthly,119.97,01/05/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-05,254,monthly,105.07,01/05/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-06,217,monthly,129.27,01/06/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-06,163,monthly,125.58,01/06/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-06,194,monthly,109.7,01/06/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-06,205,monthly,120.55,01/06/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-06,257,monthly,105.23,01/06/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-07,222,monthly,129.29,01/07/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-07,190,monthly,127.48,01/07/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-07,251,monthly,110.4,01/07/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-07,209,monthly,121.07,01/07/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-07,399,monthly,106.59,01/07/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-08,175,monthly,130.25,01/08/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-08,270,monthly,129.11,01/08/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-08,273,monthly,110.58,01/08/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-08,284,monthly,119.63,01/08/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-08,416,monthly,108.8,01/08/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-09,178,monthly,132.66,01/09/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-09,250,monthly,126.86,01/09/2019
Richmond upon Thames,http://landregistry.data.gov.uk/id/region/richmond-upon-thames,E09000027,2019-09,225,monthly,109.03,01/09/2019
Sutton,http://landregistry.data.gov.uk/id/region/sutton,E09000029,2019-09,225,monthly,120.88,01/09/2019
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2019-09,291,monthly,110.59,01/09/2019
Newham,http://landregistry.data.gov.uk/id/region/newham,E09000025,2019-10,181,monthly,132.74,01/10/2019
Redbridge,http://landregistry.data.gov.uk/id/region/redbridge,E09000026,2019-10,272,monthly,125.86,01/10/2019
